DEBUG: General     , 1684707806327> 593,808> LoggerManager.init                  > Initializing...
LOG  : Network     , 1684708012544> 800,018> [21-05-23 22:26:52.544] > ZNet: OnP2PSessionConnectFail: "Timeout"
LOG  : Network     , 1684708013199> 800,673> [21-05-23 22:26:53.199] > ZNet: SRakNet -> SZombienet: RakNetRecvFrom
LOG  : Network     , 1684708013200> 800,674> [21-05-23 22:26:53.200] > ZNet: SZombienet -> SZombienet: OnMsgVersionMessage
LOG  : Network     , 1684708013201> 800,675> [21-05-23 22:26:53.201] > ZNet: Client version=41.78.16 matches server version=41.78.16
LOG  : Network     , 1684708013202> 800,676> [21-05-23 22:26:53.202] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1684708013203> 800,677> [21-05-23 22:26:53.203] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : Network     , 1684708028470> 815,944> [21-05-23 22:27:08.470] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1684708028471> 815,945> [21-05-23 22:27:08.471] > ZNet: OnNewConnection: 193.12.216.164:256 incoming=1 state=Connected
LOG  : Network     , 1684708028472> 815,946> [21-05-23 22:27:08.472] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684708028473> 815,947> [21-05-23 22:27:08.473] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1684708028755> 816,229> [21-05-23 22:27:08.755] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1684708028756> 816,230> [21-05-23 22:27:08.756] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1684708028757> 816,231> [21-05-23 22:27:08.757] > ZNet: Client has begun authentication
LOG  : Network     , 1684708028758> 816,231> [21-05-23 22:27:08.758] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : General     , 1684708028758> 816,232> Steam client 76561198433892438 is initiating a connection.
LOG  : Network     , 1684708028761> 816,235> [21-05-23 22:27:08.761] > ZNet: got token from the client
LOG  : Network     , 1684708028762> 816,236> [21-05-23 22:27:08.762] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1684708028763> 816,236> [21-05-23 22:27:08.763] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1684708030044> 817,517> [21-05-23 22:27:10.044] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1684708030045> 817,518> [21-05-23 22:27:10.045] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198433892438
LOG  : Network     , 1684708030045> 817,519> [21-05-23 22:27:10.045] > ZNet: Auth succeeded
LOG  : Network     , 1684708030046> 817,520> [21-05-23 22:27:10.046] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1684708030047> 817,521> [21-05-23 22:27:10.047] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1684708030085> 817,559> VoiceManager.VoiceConnectAccept     > uuid=a4000127db96d5e
LOG  : Network     , 1684708030301> 817,775> [21-05-23 22:27:10.301] > ConnectionManager: [receive-packet] "login" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Steam"
LOG  : Network     , 1684708030303> 817,776> [21-05-23 22:27:10.302] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684708030303> 817,777> [21-05-23 22:27:10.303] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1684708030304> 817,778> [21-05-23 22:27:10.304] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
LOG  : General     , 1684708030306> 817,780> User dogros jovenil is trying to connect.
DEBUG: Multiplayer , 1684708030313> 817,787> GameServer.receiveLogin             > User dogros jovenil ping 17 ms
LOG  : Network     , 1684708030382> 817,856> [21-05-23 22:27:10.382] > ConnectionManager: [receive-packet] "client-connect" connection: guid=738590418307476830 ip=193.12.216.164 steam-id=76561198433892438 access= username="dogros jovenil" connection-type="Steam"
LOG  : Network     , 1684708030384> 817,858> Connected new client dogros jovenil ID # 0
DEBUG: Multiplayer , 1684708030386> 817,859> RequestDataPacket.sendConnectingDetails> ConnectionDetails 53975b
LOG  : Network     , 1684708030386> 817,860> [21-05-23 22:27:10.386] > ConnectionManager: [send-packet] "connection-details" connection: guid=738590418307476830 ip=193.12.216.164 steam-id=76561198433892438 access= username="dogros jovenil" connection-type="Steam"
LOG  : Network     , 1684708043942> 831,416> [21-05-23 22:27:23.942] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1684708043943> 831,417> [21-05-23 22:27:23.943] > ZNet: OnValidateAuthTicketResponse response=AuthTicketCanceled SteamID=76561198433892438
LOG  : Network     , 1684708043944> 831,418> [21-05-23 22:27:23.944] > ZNet: Auth failed response=AuthTicketCanceled state=3 SteamID=76561198433892438
LOG  : Network     , 1684708043945> 831,419> [21-05-23 22:27:23.945] > ZNet: hnote over CZombienet : **ZNetAuthFailedMessage**
LOG  : Network     , 1684708043946> 831,419> [21-05-23 22:27:23.946] > ZNet: SZombienet -> SZombienet: SendServerMessage
LOG  : Network     , 1684708043946> 831,420> [21-05-23 22:27:23.946] > ZNet: Disconnect: AuthTicketCanceled (1104) SteamID=76561198433892438
LOG  : Network     , 1684708045044> 832,518> [21-05-23 22:27:25.044] > ZNet: Finally disconnected client 76561198433892438
LOG  : Network     , 1684708045045> 832,519> [21-05-23 22:27:25.045] > ZNet: SZombienet -> SZombienet: CloseConnection
LOG  : Network     , 1684708045046> 832,520> [21-05-23 22:27:25.046] > ZNet: CloseConnection: Finally disconnected (1101) SteamID=76561198433892438
LOG  : Network     , 1684708045047> 832,521> [21-05-23 22:27:25.047] > ZNet: SZombienet -> SSteamSDK: CloseP2PSessionWithUser
LOG  : Network     , 1684708045049> 832,523> [21-05-23 22:27:25.049] > ZNet: SZombienet -> SSteamSDK: EndAuthSession
LOG  : Network     , 1684708045542> 833,016> [21-05-23 22:27:25.542] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionRequest
LOG  : Network     , 1684708045543> 833,017> [21-05-23 22:27:25.543] > ZNet: OnP2PSessionRequest: idx=1 SteamID=76561198433892438
LOG  : Network     , 1684708045544> 833,018> [21-05-23 22:27:25.544] > ZNet: SZombienet -> SSteamSDK: AcceptP2PSessionWithUser
LOG  : Network     , 1684708048765> 836,239> [21-05-23 22:27:28.765] > ZNet: SRakNet -> SZombienet: OnClosedConnection
LOG  : Network     , 1684708048766> 836,240> [21-05-23 22:27:28.766] > ZNet: OnClosedConnection: reason=ConnectionLost port=256
LOG  : Network     , 1684708048767> 836,241> [21-05-23 22:27:28.767] > ConnectionManager: [RakNet] "connection-lost" connection: guid=738590418307476830 ip=193.12.216.164 steam-id=76561198433892438 access= username="dogros jovenil" connection-type="Disconnected"
LOG  : Network     , 1684708048779> 836,253> [21-05-23 22:27:28.779] > ConnectionManager: [disconnect] "receive-disconnect" connection: guid=738590418307476830 ip=193.12.216.164 steam-id=76561198433892438 access= username="dogros jovenil" connection-type="Disconnected"
LOG  : Network     , 1684708060642> 848,116> [21-05-23 22:27:40.642] > ZNet: SSteamSDK -> SZombienet: OnP2PSessionConnectFail
LOG  : Network     , 1684708060643> 848,117> [21-05-23 22:27:40.643] > ZNet: OnP2PSessionConnectFail: "Timeout"
LOG  : Network     , 1684708184990> 972,465> [21-05-23 22:29:44.990] > ZNet: SRakNet -> SZombienet: RakNetRecvFrom
LOG  : Network     , 1684708184991> 972,466> [21-05-23 22:29:44.991] > ZNet: SZombienet -> SZombienet: OnMsgVersionMessage
LOG  : Network     , 1684708184992> 972,467> [21-05-23 22:29:44.992] > ZNet: Client version=41.78.16 matches server version=41.78.16
LOG  : Network     , 1684708184992> 972,468> [21-05-23 22:29:44.992] > ZNet: hnote over SZombienet : **ZNetServerInfoMessage**
LOG  : Network     , 1684708184993> 972,469> [21-05-23 22:29:44.993] > ZNet: SZombienet -> SSteamSDK: SendP2PPacket
LOG  : Network     , 1684708200237> 987,712> [21-05-23 22:30:00.237] > ZNet: SRakNet -> SZombienet: OnNewConnection
LOG  : Network     , 1684708200238> 987,713> [21-05-23 22:30:00.238] > ZNet: OnNewConnection: 1.221.154.168:256 incoming=1 state=Connected
LOG  : Network     , 1684708200239> 987,715> [21-05-23 22:30:00.239] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684708200240> 987,716> [21-05-23 22:30:00.240] > ConnectionManager: [RakNet] "new-incoming-connection" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Disconnected"
LOG  : Network     , 1684708200513> 987,988> [21-05-23 22:30:00.513] > ZNet: SRakNet -> SZombienet: OnReceive
LOG  : Network     , 1684708200514> 987,989> [21-05-23 22:30:00.514] > ZNet: SZombienet -> SZombienet: ProcessPacket
LOG  : Network     , 1684708200515> 987,990> [21-05-23 22:30:00.515] > ZNet: Client has begun authentication
LOG  : Network     , 1684708200515> 987,991> [21-05-23 22:30:00.515] > ZNet: SZombienet -> SZombienet: OnClientBeginAuth
LOG  : General     , 1684708200516> 987,992> Steam client 76561198433892438 is initiating a connection.
LOG  : Network     , 1684708200519> 987,994> [21-05-23 22:30:00.519] > ZNet: got token from the client
LOG  : Network     , 1684708200520> 987,995> [21-05-23 22:30:00.520] > ZNet: SZombienet -> SSteamSDK: BeginAuthSession
LOG  : Network     , 1684708200521> 987,996> [21-05-23 22:30:00.521] > ZNet: BeginAuthSession() ok
LOG  : Network     , 1684708201844> 989,320> [21-05-23 22:30:01.844] > ZNet: SSteamSDK -> SZombienet: OnValidateAuthTicketResponse
LOG  : Network     , 1684708201845> 989,321> [21-05-23 22:30:01.845] > ZNet: OnValidateAuthTicketResponse response=OK SteamID=76561198433892438
LOG  : Network     , 1684708201846> 989,322> [21-05-23 22:30:01.846] > ZNet: Auth succeeded
LOG  : Network     , 1684708201847> 989,323> [21-05-23 22:30:01.847] > ZNet: hnote over SZombienet : **mtMsgServerAuthPassed**
LOG  : Network     , 1684708201848> 989,324> [21-05-23 22:30:01.848] > ZNet: SZombienet -> SZombienet: SendServerMessage
DEBUG: Voice       , 1684708201896> 989,372> VoiceManager.VoiceConnectAccept     > uuid=a4000127db96d5e
LOG  : Network     , 1684708202123> 989,599> [21-05-23 22:30:02.123] > ConnectionManager: [receive-packet] "login" connection: guid=738590418307476830 ip=null steam-id=0 access= username="null" connection-type="Steam"
LOG  : Network     , 1684708202124> 989,600> [21-05-23 22:30:02.124] > ZNet: [-> CZombienet: RakNetPeerInterface_getIPFromGUID
LOG  : Network     , 1684708202125> 989,601> [21-05-23 22:30:02.125] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientSteamID
LOG  : Network     , 1684708202126> 989,602> [21-05-23 22:30:02.126] > ZNet: [-> CZombienet: RakNetPeerInterface_GetClientOwnerSteamID
LOG  : General     , 1684708202127> 989,603> User douglascastilhos is trying to connect.
DEBUG: Multiplayer , 1684708202134> 989,609> GameServer.receiveLogin             > User douglascastilhos ping 18 ms
LOG  : Network     , 1684708202208> 989,683> [21-05-23 22:30:02.208] > ConnectionManager: [receive-packet] "client-connect" connection: guid=738590418307476830 ip=1.221.154.168 steam-id=76561198433892438 access= username="douglascastilhos" connection-type="Steam"
LOG  : Network     , 1684708202210> 989,686> Connected new client douglascastilhos ID # 0
DEBUG: Multiplayer , 1684708202213> 989,688> RequestDataPacket.sendConnectingDetails> ConnectionDetails 53975b
LOG  : Network     , 1684708202214> 989,690> [21-05-23 22:30:02.214] > ConnectionManager: [send-packet] "connection-details" connection: guid=738590418307476830 ip=1.221.154.168 steam-id=76561198433892438 access= username="douglascastilhos" connection-type="Steam"
LOG  : Network     , 1684708211240> 998,716> [21-05-23 22:30:11.240] > ConnectionManager: [receive-packet] "login-queue-request" connection: guid=738590418307476830 ip=1.221.154.168 steam-id=76561198433892438 access= username="douglascastilhos" connection-type="Steam"
DEBUG: Multiplayer , 1684708211519> 998,995> RequestDataPacket.doProcessRequest  > Descriptors 4010b
DEBUG: Multiplayer , 1684708211587> 999,063> RequestDataPacket.doProcessRequest  > MetaGrid 819119b
DEBUG: Multiplayer , 1684708211870> 999,346> RequestDataPacket.doProcessRequest  > MapZone 869783b
DEBUG: Multiplayer , 1684708212181> 999,657> RequestDataPacket.doProcessRequest  > PlayerZombieDescriptors 2b
DEBUG: Multiplayer , 1684708212214> 999,690> RequestDataPacket.doProcessRequest  > RadioData 12620b
LOG  : General     , 1684708212363> 999,839> NetChecksum: PacketTotalChecksum lua=true script=true
LOG  : Network     , 1684708218881> 1,006,357> [21-05-23 22:30:18.881] > ConnectionManager: [receive-packet] "login-queue-done" connection: guid=738590418307476830 ip=1.221.154.168 steam-id=76561198433892438 access= username="douglascastilhos" connection-type="Steam"
LOG  : Network     , 1684708218882> 1,006,358> [21-05-23 22:30:18.882] > ConnectionManager: [send-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1684708218908> 1,006,384> [21-05-23 22:30:18.908] > ConnectionManager: [receive-packet] "checksum-packet-1" connection: null
LOG  : Network     , 1684708218911> 1,006,387> [21-05-23 22:30:18.911] > ConnectionManager: [send-packet] "checksum-packet-2" connection: null
LOG  : Network     , 1684708218944> 1,006,420> [21-05-23 22:30:18.944] > ConnectionManager: [receive-packet] "checksum-packet-2" connection: null
LOG  : Network     , 1684708222488> 1,009,964> [21-05-23 22:30:22.488] > ConnectionManager: [receive-packet] "player-connect" connection: guid=738590418307476830 ip=1.221.154.168 steam-id=76561198433892438 access= username="douglascastilhos" connection-type="Steam"
LOG  : General     , 1684708222490> 1,009,966> User:'douglascastilhos' ip:1.221.154.168 is trying to connect
LOG  : General     , 1684708222492> 1,009,968> Warning, root node parent is always null.
LOG  : Network     , 1684708222519> 1,009,995> [21-05-23 22:30:22.519] > ZNet: BUpdateUserData 'douglascastilhos' id=76561198433892438
LOG  : Network     , 1684708222524> 1,010,000> [21-05-23 22:30:22.524] > ConnectionManager: [fully-connected] "" connection: guid=738590418307476830 ip=1.221.154.168 steam-id=76561198433892438 access= username="douglascastilhos" connection-type="Steam"
LOG  : General     , 1684708222596> 1,010,071> Missing texture: media/textures/weather/fogwhite.png
LOG  : General     , 1684708223256> 1,010,731> shared-descriptor: added id=1000
LOG  : General     , 1684708223258> 1,010,734> reanimate: added to world zombie.characters.IsoZombie@4abbe41c
LOG  : General     , 1684708494542> 1,282,016> Updated MoonPhase = Waning gibbous, float = 0.75, int = 5
LOG  : General     , 1684709995945> 2,783,430> shared-descriptor: added id=1001
